2023-10-15 22:01:22,469 INFO    StreamThr :1580837 [internal.py:wandb_internal():86] W&B internal server running at pid: 1580837, started at: 2023-10-15 22:01:22.469311
2023-10-15 22:01:22,470 DEBUG   HandlerThread:1580837 [handler.py:handle_request():146] handle_request: status
2023-10-15 22:01:22,472 INFO    WriterThread:1580837 [datastore.py:open_for_write():85] open: /home/bruno/xfang/code/wandb/run-20231015_220122-jzmf7j5q/run-jzmf7j5q.wandb
2023-10-15 22:01:22,473 DEBUG   SenderThread:1580837 [sender.py:send():380] send: header
2023-10-15 22:01:22,501 DEBUG   SenderThread:1580837 [sender.py:send():380] send: run
2023-10-15 22:01:22,760 INFO    SenderThread:1580837 [dir_watcher.py:__init__():211] watching files in: /home/bruno/xfang/code/wandb/run-20231015_220122-jzmf7j5q/files
2023-10-15 22:01:22,760 INFO    SenderThread:1580837 [sender.py:_start_run_threads():1122] run started: jzmf7j5q with start time 1697421682.469234
2023-10-15 22:01:22,769 DEBUG   HandlerThread:1580837 [handler.py:handle_request():146] handle_request: check_version
2023-10-15 22:01:22,769 DEBUG   SenderThread:1580837 [sender.py:send_request():407] send_request: check_version
2023-10-15 22:01:22,831 DEBUG   HandlerThread:1580837 [handler.py:handle_request():146] handle_request: run_start
2023-10-15 22:01:22,929 DEBUG   HandlerThread:1580837 [system_info.py:__init__():32] System info init
2023-10-15 22:01:22,929 DEBUG   HandlerThread:1580837 [system_info.py:__init__():47] System info init done
2023-10-15 22:01:22,929 INFO    HandlerThread:1580837 [system_monitor.py:start():194] Starting system monitor
2023-10-15 22:01:22,929 INFO    SystemMonitor:1580837 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-15 22:01:22,930 INFO    HandlerThread:1580837 [system_monitor.py:probe():214] Collecting system info
2023-10-15 22:01:22,930 INFO    SystemMonitor:1580837 [interfaces.py:start():190] Started cpu monitoring
2023-10-15 22:01:22,930 INFO    SystemMonitor:1580837 [interfaces.py:start():190] Started disk monitoring
2023-10-15 22:01:22,931 INFO    SystemMonitor:1580837 [interfaces.py:start():190] Started gpu monitoring
2023-10-15 22:01:22,931 INFO    SystemMonitor:1580837 [interfaces.py:start():190] Started memory monitoring
2023-10-15 22:01:22,932 INFO    SystemMonitor:1580837 [interfaces.py:start():190] Started network monitoring
2023-10-15 22:01:22,951 DEBUG   HandlerThread:1580837 [system_info.py:probe():196] Probing system
2023-10-15 22:01:22,957 DEBUG   HandlerThread:1580837 [system_info.py:_probe_git():181] Probing git
2023-10-15 22:01:22,983 DEBUG   HandlerThread:1580837 [system_info.py:_probe_git():189] Probing git done
2023-10-15 22:01:22,984 DEBUG   HandlerThread:1580837 [system_info.py:probe():244] Probing system done
2023-10-15 22:01:22,984 DEBUG   HandlerThread:1580837 [system_monitor.py:probe():223] {'os': 'Linux-4.18.0-477.21.1.el8_8.x86_64-x86_64-with-glibc2.17', 'python': '3.8.18', 'heartbeatAt': '2023-10-16T02:01:22.951693', 'startedAt': '2023-10-16T02:01:22.462947', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/bruno/xfang/code/test_run.py', 'codePathLocal': 'test_run.py', 'codePath': 'test_run.py', 'git': {'remote': 'https://github.com/BrunoFANG1/3D-Laision-Seg.git', 'commit': '9ef29aa4b743981577bc5624b16e4971a327e0e1'}, 'email': None, 'root': '/home/bruno/xfang/code', 'host': 'gpu08', 'username': 'bruno', 'executable': '/home/bruno/anaconda3/envs/seg/bin/python', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 3024.9785625000004, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3599.401, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3599.57, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 19.990234375, 'used': 8.893268585205078}}, 'gpu': 'NVIDIA A100-PCIE-40GB', 'gpu_count': 3, 'gpu_devices': [{'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}], 'memory': {'total': 188.57080459594727}}
2023-10-15 22:01:22,984 INFO    HandlerThread:1580837 [system_monitor.py:probe():224] Finished collecting system info
2023-10-15 22:01:22,984 INFO    HandlerThread:1580837 [system_monitor.py:probe():227] Publishing system info
